id,name
1,河合塾（マーク）
2,河合塾（記述）
3,駿台（マーク）
4,駿台（記述）
5,駿ベネ（マーク）
6,駿ベネ（記述）
7,東進（マーク）
8,東進（記述）
9,進研（マーク）
10,進研（記述）
11,代ゼミ（マーク）
12,代ゼミ（記述）
13,その他
