id,name,score,prefecture_id
2202,朱雀高等学校,46.0,13
2203,鈴鹿工業高等専門学校,66.0,13
2204,鈴鹿高等学校,63.0,13
2205,裾野高等学校,42.0,13
2206,寿都高等学校,40.0,13
2207,都立砂川高等学校,43.0,13
2208,砂川高等学校,41.0,1
2209,昴学園高等学校,40.0,1
2210,須磨学園高等学校,72.0,1
2211,須磨友が丘高等学校,57.0,1
2212,須磨東高等学校,60.0,1
2213,住田高等学校,39.0,1
2214,墨田川高等学校,60.0,1
2215,墨田工業高等学校,43.0,1
2216,住吉高等学校,54.0,1
2217,住吉高等学校,65.0,1
2218,洲本高等学校,57.0,1
2219,洲本実業高等学校,44.0,1
2220,駿河総合高等学校,45.0,1
2221,諏訪実業高等学校,42.0,1
2222,諏訪清陵高等学校,64.0,1
2223,諏訪二葉高等学校,57.0,1
2224,駿台学園高等学校,57.0,1
2225,駿台甲府高等学校,61.0,1
2226,瑞陵高等学校,68.0,1
2227,逗子高等学校,52.0,14
2228,逗葉高等学校,48.0,14
2229,聖ウルスラ学院英智高等学校,66.0,14
2230,青雲高等学校,76.0,14
2231,誠英高等学校,48.0,14
2232,西遠女子学園高等学校,54.0,14
2233,精華高等学校,44.0,14
2234,精華女子高等学校,47.0,14
2235,聖カタリナ学園高等学校,48.0,14
2236,聖カピタニオ女子高等学校,47.0,14
2237,清教学園高等学校,73.0,14
2238,誠恵高等学校,39.0,14
2239,成蹊高等学校,67.0,14
2240,聖光学院高等学校,70.0,14
2241,聖光学院高等学校,45.0,14
2242,生光学園高等学校,59.0,14
2243,聖光高等学校,42.0,14
2244,誠修高等学校,41.0,40
2245,青翔開智高等学校,62.0,40
2246,清尚学院高等学校,43.0,40
2247,成章高等学校,57.0,40
2248,西湘高等学校,56.0,40
2249,星翔高等学校,40.0,40
2250,聖心ウルスラ学園高等学校,49.0,40
2251,清真学園高等学校,64.0,40
2252,聖心学園中等教育学校 後期課程,48.0,40
2253,誠信高等学校,40.0,40
2254,成進高等学校,41.0,40
2255,清心女子高等学校,59.0,40
2256,成城学園高等学校,62.0,40
2257,星城高等学校,62.0,40
2258,成城高等学校,65.0,40
2259,成城高等学校,42.0,40
2260,済々黌高等学校,73.0,43
2261,静清高等学校,40.0,43
2262,聖セシリア女子高等学校,54.0,43
2263,清泉女学院高等学校,50.0,43
2264,正則学園高等学校,47.0,43
2265,正則高等学校,52.0,43
2266,聖徳大学附属女子高等学校,56.0,43
2267,聖徳大学附属取手聖徳女子高等学校,56.0,43
2268,精道三川台高等学校,48.0,43
2269,聖ドミニコ学院高等学校,53.0,43
2270,聖ドミニコ学園高等学校,31.0,43
2271,西南学院高等学校,70.0,43
2272,西南女学院高等学校,64.0,43
2273,聖パウロ学園高等学校,51.0,43
2274,西彼農業高等学校,39.0,43
2275,星美学園高等学校,54.0,43
2276,成美高等学校,41.0,43
2277,済美高等学校,59.0,43
2278,清風高等学校,71.0,43
2279,西武学園文理高等学校,72.0,11
2280,西武台高等学校,61.0,11
2281,西武台千葉高等学校,60.0,11
2282,青豊高等学校,49.0,11
2283,清峰高等学校,44.0,11
2284,聖望学園高等学校,65.0,11
2285,聖母の騎士高等学校,38.0,11
2286,聖マリア女学院高等学校,54.0,11
2287,清明学院高等学校,48.0,11
2288,聖ヨゼフ学園高等学校,34.0,11
2289,青藍泰斗高等学校,39.0,11
2290,成立学園高等学校,60.0,11
2291,清流館高等学校,48.0,11
2292,星稜高等学校,67.0,11
2293,星陵高等学校,65.0,11
2294,青稜高等学校,64.0,11
2295,西陵高等学校,55.0,11
2296,清陵情報高等学校,50.0,7
2297,清林館高等学校,58.0,7
2298,星琳高等学校,48.0,7
2299,星林高等学校,58.0,7
2300,聖隷クリストファー高等学校,55.0,7
2301,聖霊高等学校,58.0,7
2302,聖霊女子短期大学付属高等学校,57.0,7
2303,聖和学院高等学校,55.0,7
2304,聖和学園高等学校,56.0,7
2305,聖和女子学院高等学校,60.0,7
2306,清和女子高等学校,43.0,7
2307,西和清陵高等学校,41.0,7
2308,誠和福祉高等学校,43.0,7
2309,関有知高等学校,41.0,7
2310,関高等学校,66.0,7
2311,関市立関商工高等学校,45.0,7
2312,関根学園高等学校,42.0,7
2313,関宿高等学校,39.0,7
2314,世田谷総合高等学校,49.0,13
2315,瀬田工業高等学校,44.0,13
2316,勢多農林高等学校,42.0,13
2317,摂津高等学校,51.0,13
2318,瀬戸内高等学校,50.0,13
2319,瀬戸北総合高等学校,41.0,13
2320,瀬戸高等学校,56.0,13
2321,瀬戸高等学校,43.0,13
2322,瀬戸田高等学校,41.0,13
2323,瀬戸西高等学校,49.0,13
2324,瀬戸南高等学校,41.0,13
2325,瀬戸窯業高等学校,40.0,13
2326,瀬谷高等学校,56.0,13
2327,瀬谷西高等学校,44.0,13
2328,世羅高等学校,45.0,13
2329,川薩清修館高等学校,38.0,13
2330,専修大学北上高等学校,42.0,13
2331,専修大学附属高等学校,61.0,13
2332,専修大学松戸高等学校,72.0,13
2333,宣真高等学校,48.0,13
2334,洗足学園高等学校,65.0,13
2335,仙台育英学園高等学校,58.0,13
2336,川内高等学校,55.0,13
2337,仙台高等専門学校名取キャンパス,65.0,13
2338,仙台高等専門学校広瀬キャンパス,64.0,13
2339,仙台三桜高等学校,56.0,13
2340,川内商工高等学校,46.0,13
2341,仙台白百合学園高等学校,65.0,13
2342,仙台市立仙台工業高等学校,50.0,13
2343,仙台市立仙台高等学校,56.0,13
2344,仙台市立仙台商業高等学校,51.0,13
2345,仙台城南高等学校,55.0,13
2346,仙台第一高等学校,69.0,13
2347,仙台大学附属明成高等学校,39.0,13
2348,仙台第二高等学校,72.0,4
2349,仙台西高等学校,55.0,4
2350,仙台東高等学校,58.0,4
2351,仙台南高等学校,62.0,4
2352,セントヨゼフ女子学園高等学校,60.0,4
2353,泉北高等学校,60.0,4
2354,千厩高等学校,46.0,4
2355,泉陽高等学校,67.0,4
2356,千里高等学校,68.0,4
2357,千里青雲高等学校,54.0,4
2358,膳所高等学校,76.0,4
2359,善通寺第一高等学校,53.0,4
2360,相愛高等学校,53.0,4
2361,蒼開高等学校,54.0,4
2362,創価高等学校,70.0,4
2363,草加高等学校,56.0,4
2364,草加西高等学校,45.0,4
2365,草加東高等学校,50.0,4
2366,創学館高等学校,41.0,6
2367,総合技術高等学校,51.0,6
2368,総合芸術高等学校,56.0,6
2369,総合工科高等学校,46.0,6
2370,匝瑳高等学校,60.0,6
2371,創志学園高等学校,53.0,6
2372,総社高等学校,50.0,6
2373,総社南高等学校,53.0,6
2374,創成館高等学校,42.0,6
2375,崇徳高等学校,63.0,6
2376,壮瞥高等学校,37.0,6
2377,相馬高等学校,63.0,6
2378,相馬農業高等学校,37.0,6
2379,相馬東高等学校,45.0,6
2380,相洋高等学校,59.0,6
2381,総和工業高等学校,37.0,6
2382,曽於高等学校,48.0,46
2383,袖ヶ浦高等学校,54.0,46
2384,蘇南高等学校,37.0,46
2385,園田学園高等学校,53.0,46
2386,園部高等学校,46.0,46
2387,大樹高等学校,46.0,46
2388,耐久高等学校,57.0,46
2389,太子高等学校,49.0,46
2390,岱志高等学校,43.0,46
2391,大社高等学校,54.0,46
2392,大正白稜高等学校,37.0,46
2393,太成学院大学高等学校,46.0,46
2394,大成高等学校,58.0,46
2395,大成高等学校,60.0,46
2396,大成女子高等学校,53.0,46
2397,大東高等学校,46.0,46
2398,平工業高等学校,58.0,46
2399,平商業高等学校,50.0,46
2400,高石高等学校,51.0,27
2401,高岡工芸高等学校,48.0,27
2402,高岡高等学校,68.0,27
2403,高岡高等学校,36.0,27
2404,高岡向陵高等学校,51.0,27
2405,高岡商業高等学校,46.0,27
2406,高岡第一高等学校,55.0,27
2407,高岡西高等学校,54.0,27
2408,高岡南高等学校,64.0,27
2409,高岡龍谷高等学校,51.0,27
2410,高川学園高等学校,52.0,27
2411,多可高等学校,39.0,27
2412,高崎北高等学校,59.0,27
2413,高崎経済大学附属高等学校,60.0,27
2414,高崎健康福祉大学高崎高等学校,64.0,27
2415,高崎工業高等学校,54.0,27
2416,高崎高等学校,71.0,27
2417,高崎商科大学附属高等学校,64.0,27
2418,高崎商業高等学校,51.0,27
2419,高崎東高等学校,53.0,10
2420,高砂高等学校,44.0,10
2421,高砂南高等学校,51.0,10
2422,高島高等学校,47.0,10
2423,都立高島高等学校,51.0,10
2424,高城高等学校,43.0,10
2425,鷹栖高等学校,45.0,10
2426,高瀬高等学校,52.0,10
2427,高田高等学校,49.0,10
2428,高田北城高等学校,59.0,10
2429,高田高等学校,62.0,10
2430,高田高等学校,66.0,10
2431,高田高等学校,47.0,10
2432,高田高等学校,64.0,10
2433,高田高等学校安塚分校,36.0,10
2434,高田商業高等学校,48.0,10
2435,高田農業高等学校,45.0,10
2436,高千穂高等学校,47.0,10
2437,高槻高等学校,64.0,27
2438,高遠高等学校,38.0,27
2439,高取国際高等学校,48.0,27
2440,高鍋高等学校,53.0,27
2441,高鍋農業高等学校,41.0,27
2442,高輪高等学校,60.0,27
2443,高根沢高等学校,44.0,27
2444,高萩清松高等学校,39.0,27
2445,高梁高等学校,51.0,27
2446,高梁城南高等学校,43.0,27
2447,高畠高等学校,46.0,27
2448,高浜高等学校,40.0,27
2449,高浜高等学校,44.0,27
2450,高松北高等学校,54.0,27
2451,高松工芸高等学校,54.0,27
2452,高松桜井高等学校,61.0,37
2453,高松商業高等学校,61.0,37
2454,高松第一高等学校,70.0,37
2455,高松中央高等学校,53.0,37
2456,高松西高等学校,60.0,37
2457,高松農業高等学校,41.0,37
2458,高松東高等学校,46.0,37
2459,高松南高等学校,52.0,37
2460,高円高等学校,51.0,37
2461,高水高等学校,64.0,37
2462,高森高等学校,36.0,37
2463,高森高等学校,43.0,37
2464,高山工業高等学校,41.0,37
2465,高山西高等学校,56.0,37
2466,宝塚北高等学校,72.0,37
2467,宝塚高等学校,47.0,37
2468,宝塚西高等学校,56.0,37
2469,宝塚東高等学校,41.0,37
2470,多賀城高等学校,58.0,4
2471,田方農業高等学校,44.0,4
2472,田柄高等学校,43.0,4
2473,田川科学技術高等学校,44.0,4
2474,田川高等学校,55.0,4
2475,田川高等学校,47.0,4
2476,滝川工業高等学校,43.0,4
2477,滝川高等学校,64.0,4
2478,滝川西高等学校,48.0,4
2479,滝川高等学校,65.0,4
2480,滝川第二高等学校,65.0,4
2481,滝高等学校,72.0,4
2482,瀧野川女子学園高等学校,56.0,4
2483,多久高等学校,45.0,4
2484,拓殖大学紅陵高等学校,57.0,4
2485,拓殖大学第一高等学校,68.0,4
2486,田口高等学校,40.0,4
2487,武岡台高等学校,63.0,4
2488,竹園高等学校,70.0,8
2489,竹田高等学校,52.0,8
2490,竹田南高等学校,37.0,8
2491,武田高等学校,60.0,8
2492,武豊高等学校,44.0,8
2493,竹台高等学校,45.0,8
2494,竹早高等学校,67.0,8
2495,竹原高等学校,48.0,8
2496,武生工業高等学校,43.0,8
2497,武生高等学校,66.0,8
2498,武生商業高等学校,48.0,8
2499,武生東高等学校,59.0,8
2500,多古高等学校,43.0,8
2501,田島高等学校,37.0,8
2502,但馬農業高等学校,38.0,8
2503,多治見北高等学校,69.0,8
2504,多治見工業高等学校,47.0,8
2505,多治見高等学校,60.0,8
2506,多治見西高等学校,62.0,8
2507,只見高等学校,38.0,7
2508,立川高等学校,70.0,7
2509,立川国際中等教育学校 後期課程,57.0,7
2510,立川女子高等学校,50.0,7
2511,橘学苑高等学校,52.0,7
2512,立花学園高等学校,50.0,7
2513,都立橘高等学校,40.0,7
2514,立花高等学校,38.0,7
2515,橘高等学校,66.0,7
2516,田子高等学校,39.0,7
2517,龍野北高等学校,53.0,7
2518,龍野高等学校,66.0,7
2519,辰野高等学校,39.0,7
2520,田鶴浜高等学校,49.0,7
2521,蓼科高等学校,38.0,7
2522,館林高等学校,54.0,7
2523,館林商工高等学校,45.0,7
2524,館林女子高等学校,52.0,7
2525,多度津高等学校,44.0,37
2526,田奈高等学校,39.0,37
2527,田無工業高等学校,40.0,37
2528,田無高等学校,51.0,37
2529,田名部高等学校,53.0,37
2530,田辺工業高等学校,43.0,37
2531,田辺高等学校,47.0,37
2532,田部高等学校,43.0,37
2533,田辺高等学校,58.0,37
2534,種市高等学校,42.0,37
2535,種子島高等学校,45.0,37
2536,種子島中央高等学校,41.0,37
2537,田布施農工高等学校,43.0,37
2538,多摩科学技術高等学校,61.0,37
2539,玉川学園高等部,59.0,37
2540,玉川高等学校,55.0,37
2541,多摩工業高等学校,40.0,13
2542,多摩高等学校,69.0,13
2543,都立多摩高等学校,41.0,13
2544,玉島高等学校,52.0,13
2545,玉島商業高等学校,43.0,13
2546,多摩大学附属聖ヶ丘高等学校,60.0,13
2547,多摩大学目黒高等学校,58.0,13
2548,玉造工業高等学校,38.0,13
2549,玉名工業高等学校,46.0,13
2550,玉名高等学校,60.0,13
2551,玉名女子高等学校,42.0,13
2552,玉野高等学校,46.0,13
2553,玉野光南高等学校,54.0,13
2554,玉野商工高等学校,41.0,13
2555,玉村高等学校,37.0,13
2556,田村高等学校,46.0,13
2557,垂水高等学校,39.0,46
2558,丹後緑風高等学校網野学舎,48.0,46
2559,丹後緑風高等学校久美浜学舎,42.0,46
2560,丹南高等学校,44.0,46
2561,丹原高等学校,45.0,46
2562,第一高等学校,64.0,46
2563,第一商業高等学校,45.0,46
2564,第一薬科大学付属高等学校,41.0,46
2565,第五商業高等学校,47.0,46
2566,大子清流高等学校,40.0,46
2567,第三商業高等学校,42.0,46
2568,大師高等学校,40.0,46
2569,大商学園高等学校,49.0,46
2570,大聖寺高等学校,51.0,46
2571,大聖寺実業高等学校,41.0,46
2572,大東学園高等学校,40.0,46
2573,大東高等学校,44.0,46
2574,大東文化大学第一高等学校,60.0,46
2575,大同大学大同高等学校,46.0,46
2576,大門高等学校,57.0,34
2577,大門高等学校,55.0,34
2578,第四商業高等学校,43.0,34
2579,太宰府高等学校,51.0,34
2580,伊達高等学校,42.0,34
2581,伊達緑丘高等学校,47.0,34
2582,致遠館高等学校,62.0,34
2583,智学館中等教育学校 後期課程,36.0,34
2584,茅ヶ崎高等学校,54.0,34
2585,茅ヶ崎西浜高等学校,44.0,34
2586,茅ヶ崎北陵高等学校,63.0,34
2587,筑紫丘高等学校,72.0,34
2588,筑紫高等学校,65.0,34
2589,筑紫女学園高等学校,69.0,34
2590,筑紫台高等学校,55.0,34
2591,筑紫中央高等学校,61.0,34
2592,築上西高等学校,46.0,34
2593,筑前高等学校,62.0,34
2594,筑豊高等学校,44.0,34
2595,千種高等学校,68.0,23
2596,千種高等学校,39.0,23
2597,千城台高等学校,51.0,23
2598,智頭農林高等学校,39.0,23
2599,知多翔洋高等学校,46.0,23
2600,秩父高等学校,54.0,23
2601,秩父農工科学高等学校,42.0,23
2602,三島学園 知徳高等学校,50.0,23
2603,千歳丘高等学校,43.0,23
2604,千歳高等学校,55.0,23
2605,千歳北陽高等学校,39.0,23
2606,知念高等学校,46.0,23
2607,茅野高等学校,37.0,23
2608,千早高等学校,48.0,23
2609,千葉英和高等学校,63.0,23
2610,千葉学園高等学校,53.0,23
2611,千葉学芸高等学校,52.0,23
2612,千葉北高等学校,56.0,23
2613,千葉敬愛高等学校,64.0,23
2614,千葉県安房西高等学校,43.0,12
2615,千葉工業高等学校,49.0,12
2616,千葉高等学校,76.0,12
2617,千葉商科大学付属高等学校,61.0,12
2618,千葉商業高等学校,51.0,12
2619,千葉市立稲毛高等学校,67.0,12
2620,千葉市立千葉高等学校,69.0,12
2621,千葉女子高等学校,58.0,12
2622,千葉聖心高等学校,40.0,12
2623,千葉西高等学校,62.0,12
2624,千葉日本大学第一高等学校,62.0,12
2625,千葉東高等学校,72.0,12
2626,千葉萌陽高等学校,41.0,12
2627,千葉南高等学校,58.0,12
2628,千葉明徳高等学校,57.0,12
2629,千葉黎明高等学校,48.0,12
2630,智辯学園高等学校,64.0,12
2631,北谷高等学校,40.0,47
2632,中越高等学校,52.0,47
2633,中央学院高等学校,56.0,47
2634,中央学院大学中央高等学校,42.0,47
2635,中央高等学校,45.0,47
2636,中央大学高等学校,70.0,47
2637,中央大学杉並高等学校,68.0,47
2638,中央大学附属高等学校,68.0,47
2639,中央大学附属横浜高等学校,67.0,47
2640,中央農業高等学校,37.0,47
2641,中央農業高等学校,42.0,47
2642,中京高等学校,57.0,47
2643,中京大学附属中京高等学校,66.0,47
2644,中芸高等学校,36.0,47
2645,中部商業高等学校,39.0,47
2646,中部大学第一高等学校,44.0,47
2647,中部農林高等学校,36.0,47
2648,銚子高等学校,49.0,47
2649,銚子商業高等学校,48.0,47
2650,銚子市立銚子高等学校,59.0,47
2651,長生高等学校,68.0,47
2652,調布北高等学校,64.0,47
2653,長府高等学校,50.0,47
2654,調布南高等学校,59.0,47
2655,千代田区立九段中等教育学校 後期課程,58.0,47
2656,千代田高等学校,40.0,47
2657,知立高等学校,47.0,47
2658,知立東高等学校,61.0,47
2659,鎮西学院高等学校,55.0,47
2660,鎮西高等学校,51.0,47
2661,月形高等学校,41.0,47
2662,築館高等学校,48.0,47
2663,槻の木高等学校,60.0,47
2664,津久井高等学校,40.0,47
2665,つくば工科高等学校,41.0,8
2666,筑波高等学校,39.0,8
2667,つくば国際大学高等学校,39.0,8
2668,つくば国際大学東風高等学校,52.0,8
2669,つくば秀英高等学校,60.0,8
2670,筑波大学附属高等学校,78.0,8
2671,筑波大学附属駒場高等学校,78.0,8
2672,筑波大学附属坂戸高等学校,57.0,8
2673,津久見高等学校,46.0,8
2674,津工業高等学校,44.0,8
2675,津高等学校,67.0,8
2676,津島北高等学校,47.0,8
2677,津島高等学校,60.0,8
2678,津島高等学校,36.0,8
2679,対馬高等学校,44.0,8
2680,津島東高等学校,53.0,8
2681,津商業高等学校,47.0,8
2682,津田学園高等学校,59.0,8
2683,津田沼高等学校,61.0,12
2684,土浦工業高等学校,43.0,12
2685,土浦湖北高等学校,49.0,12
2686,土浦第一高等学校,72.0,12
2687,土浦第三高等学校,56.0,12
2688,土浦第二高等学校,66.0,12
2689,土浦日本大学高等学校,71.0,12
2690,土浦日本大学中等教育学校 後期課程,39.0,12
2691,津名高等学校,58.0,12
2692,津西高等学校,68.0,12
2693,つばさ総合高等学校,52.0,12
2694,津幡高等学校,38.0,12
2695,津東高等学校,56.0,12
2696,津別高等学校,40.0,12
2697,妻高等学校,45.0,12
2698,嬬恋高等学校,36.0,12
2699,津山工業高等専門学校,59.0,33
2700,津山高等学校,61.0,33
2701,津山商業高等学校,46.0,33
2702,津山東高等学校,52.0,33
2703,鶴岡北高等学校,55.0,33
2704,鶴岡工業高等学校,52.0,33
2705,鶴岡工業高等専門学校,59.0,33
2706,鶴岡中央高等学校,52.0,33
2707,鶴岡東高等学校,55.0,33
2708,鶴岡南高等学校,63.0,33
2709,【募集停止】鶴岡南高等学校山添分校,38.0,33
2710,鶴川高等学校,39.0,33
2711,敦賀気比高等学校,54.0,33
2712,敦賀工業高等学校,48.0,33
2713,敦賀高等学校,56.0,33
2714,鶴ヶ島清風高等学校,42.0,33
2715,鶴来高等学校,38.0,33
2716,つるぎ高等学校,47.0,33
2717,都留高等学校,54.0,19
2718,鶴崎工業高等学校,47.0,19
2719,鶴田高等学校,41.0,19
2720,鶴丸高等学校,74.0,19
2721,鶴見高等学校,57.0,19
2722,鶴見総合高等学校,42.0,19
2723,鶴見大学附属高等学校,58.0,19
2724,鶴嶺高等学校,56.0,19
2725,津和野高等学校,45.0,19
2726,帝京安積高等学校,45.0,19
2727,帝京高等学校,57.0,19
2728,帝京大学可児高等学校,62.0,19
2729,帝京大学高等学校,68.0,19
2730,帝京第五高等学校,46.0,19
2731,帝京第三高等学校,52.0,19
2732,帝京冨士高等学校,58.0,19
2733,帝京長岡高等学校,51.0,19
2734,帝京八王子高等学校,59.0,19
2735,貞静学園高等学校,50.0,13
2736,天塩高等学校,48.0,13
2737,弟子屈高等学校,43.0,13
2738,豊島高等学校,50.0,13
2739,帝塚山学院泉ヶ丘高等学校,67.0,13
2740,帝塚山学院高等学校,61.0,13
2741,帝塚山高等学校,73.0,13
2742,寺井高等学校,41.0,13
2743,天童高等学校,50.0,13
2744,天王寺高等学校,75.0,13
2745,天白高等学校,62.0,13
2746,天理高等学校,59.0,13
2747,天竜高等学校春野校舎,39.0,13
2748,天竜高等学校二俣校舎,42.0,13
2749,田園調布学園高等部,57.0,13
2750,田園調布高等学校,57.0,13
2751,伝習館高等学校,64.0,40
2752,東亜学園高等学校,59.0,40
2753,桐蔭学園高等学校,69.0,40
2754,桐蔭学園中等教育学校 後期課程,55.0,40
2755,藤蔭高等学校,49.0,40
2756,桐蔭高等学校,69.0,40
2757,東奥学園高等学校,49.0,40
2758,東桜学館高等学校,56.0,40
2759,東奥義塾高等学校,49.0,40
2760,東温高等学校,46.0,40
2761,東海学園高等学校,55.0,40
2762,東海高等学校,43.0,40
2763,東海高等学校,73.0,40
2764,東海商業高等学校,45.0,40
2765,東海大学菅生高等学校,57.0,40
2766,東海大学付属市原望洋高等学校,58.0,40
2767,東海大学付属浦安高等学校,58.0,40
2768,東海大学付属熊本星翔高等学校,54.0,43
2769,東海大学付属甲府高等学校,44.0,43
2770,東海大学付属相模高等学校,59.0,43
2771,東海大学付属札幌高等学校,58.0,43
2772,東海大学付属静岡翔洋高等学校,52.0,43
2773,東海大学付属諏訪高等学校,59.0,43
2774,東海大学付属高輪台高等学校,57.0,43
2775,東海大学付属福岡高等学校,56.0,43
2776,東海大学山形高等学校,61.0,43
2777,東海南高等学校,56.0,43
2778,東金高等学校,56.0,43
2779,東金商業高等学校,47.0,43
2780,東京音楽大学付属高等学校,52.0,43
2781,東京家政学院高等学校,53.0,43
2782,東京家政大学附属女子高等学校,60.0,43
2783,【閉校】東京学園高等学校,42.0,43
2784,東京学芸大学附属高等学校,77.0,43
2785,東京学館浦安高等学校,64.0,43
2786,東京学館新潟高等学校,60.0,15
2787,東京学館船橋高等学校,43.0,15
2788,東京芸術大学音楽学部附属音楽高等学校,66.0,15
2789,東京工業高等専門学校,64.0,15
2790,東京工業大学附属科学技術高等学校,72.0,15
2791,東京高等学校,54.0,15
2792,東京実業高等学校,44.0,15
2793,東京純心女子高等学校,59.0,15
2794,東京女学館高等学校,54.0,15
2795,東京女子学院高等学校,51.0,15
2796,東京女子学園高等学校,53.0,15
2797,東京成徳大学高等学校,65.0,15
2798,東京成徳大学深谷高等学校,58.0,15
2799,東京電機大学高等学校,62.0,15
2800,東京都市大学塩尻高等学校,52.0,15
2801,東京都市大学等々力高等学校,66.0,15
2802,東京都市大学付属高等学校,60.0,15
2803,東京農業大学第三高等学校,62.0,11
2804,東京農業大学第二高等学校,67.0,11
2805,東京立正高等学校,56.0,11
2806,桐光学園高等学校,69.0,11
2807,東郷高等学校,49.0,11
2808,東城高等学校,40.0,11
2809,東星学園高等学校,51.0,11
2810,東総工業高等学校,45.0,11
2811,東大寺学園高等学校,78.0,11
2812,東筑高等学校,70.0,11
2813,東濃高等学校,38.0,11
2814,東濃実業高等学校,47.0,11
2815,東濃フロンティア高等学校,42.0,11
2816,東播工業高等学校,44.0,11
2817,当別高等学校,40.0,11
2818,東邦音楽大学附属東邦高等学校,46.0,11
2819,東邦音楽大学附属東邦第二高等学校,48.0,11
2820,東邦高等学校,61.0,23
2821,桐朋女子高等学校,67.0,23
2822,東邦大学付属東邦高等学校,74.0,23
2823,東北学院高等学校,63.0,23
2824,東北学院榴ヶ岡高等学校,60.0,23
2825,東北高等学校,58.0,23
2826,東北生活文化大学高等学校,47.0,23
2827,東御清翔高等学校,37.0,23
2828,東明館高等学校,63.0,23
2829,東洋英和女学院高等部,61.0,23
2830,桐陽高等学校,60.0,23
2831,東鷹高等学校,47.0,23
2832,東葉高等学校,55.0,23
2833,東洋高等学校,67.0,23
2834,東洋女子高等学校,59.0,23
2835,東洋大学京北高等学校,56.0,23
2836,東洋大学附属姫路高等学校,61.0,28
2837,東予高等学校,39.0,28
2838,東稜高等学校,60.0,28
2839,東稜高等学校,48.0,28
2840,桃陵高等学校,53.0,28
2841,東陵高等学校,43.0,28
2842,藤嶺学園藤沢高等学校,55.0,28
2843,十日町高等学校,48.0,28
2844,十日町高等学校松之山分校,41.0,28
2845,十日町総合高等学校,42.0,28
2846,遠江総合高等学校,41.0,28
2847,遠野高等学校,38.0,28
2848,遠野高等学校,46.0,28
2849,遠野緑峰高等学校,41.0,28
2850,土岐紅陵高等学校,37.0,28
2851,土岐商業高等学校,49.0,28
2852,常盤木学園高等学校,55.0,28
2853,常磐高等学校,55.0,28
2854,常磐高等学校,52.0,40
2855,常磐大学高等学校,57.0,40
2856,トキワ松学園高等学校,53.0,40
2857,徳島科学技術高等学校,51.0,40
2858,徳島北高等学校,68.0,40
2859,徳島商業高等学校,46.0,40
2860,徳島市立高等学校,72.0,40
2861,徳島文理高等学校,68.0,40
2862,徳之島高等学校,43.0,40
2863,徳山工業高等専門学校,68.0,40
2864,徳山高等学校,71.0,40
2865,徳山高等学校鹿野分校,38.0,40
2866,徳山高等学校徳山北校舎,37.0,40
2867,徳山商工高等学校,53.0,40
2868,土気高等学校,48.0,40
2869,常滑高等学校,52.0,40
2870,常葉大学附属菊川高等学校,56.0,40
2871,常葉大学附属常葉高等学校,46.0,22
2872,常呂高等学校,42.0,22
2873,所沢北高等学校,68.0,22
2874,所沢高等学校,61.0,22
2875,所沢商業高等学校,44.0,22
2876,所沢中央高等学校,48.0,22
2877,所沢西高等学校,56.0,22
2878,土佐高等学校,69.0,22
2879,土佐塾高等学校,67.0,22
2880,土佐女子高等学校,60.0,22
2881,豊島岡女子学園高等学校,70.0,22
2882,豊島学院高等学校,61.0,22
2883,都立豊島高等学校,58.0,22
2884,杜若高等学校,57.0,22
2885,鳥栖工業高等学校,44.0,22
2886,鳥栖高等学校,60.0,22
2887,鳥栖商業高等学校,45.0,22
2888,栃尾高等学校,40.0,22
2889,栃木高等学校,67.0,9
2890,栃木商業高等学校,48.0,9
2891,栃木翔南高等学校,54.0,9
2892,栃木女子高等学校,63.0,9
2893,栃木農業高等学校,37.0,9
2894,鳥取家政学園鳥取敬愛高等学校,54.0,9
2895,鳥取工業高等学校,45.0,9
2896,鳥取湖陵高等学校,46.0,9
2897,鳥取商業高等学校,52.0,9
2898,鳥取城北高等学校,61.0,9
2899,鳥取中央育英高等学校,46.0,9
2900,鳥取西高等学校,63.0,9
2901,鳥取東高等学校,59.0,9
2902,十津川高等学校,37.0,9
2903,戸手高等学校,46.0,9
2904,莵道高等学校,57.0,9
2905,砺波工業高等学校,42.0,9
2906,砺波高等学校,66.0,9
2907,利根沼田学校組合立利根商業高等学校,44.0,10
2908,利根実業高等学校,42.0,10
2909,刀根山高等学校,56.0,10
2910,鳥羽高等学校,40.0,10
2911,鳥羽高等学校,58.0,10
2912,鳥羽商船高等専門学校,49.0,10
2913,戸畑工業高等学校,48.0,10
2914,戸畑高等学校,63.0,10
2915,苫小牧工業高等学校,48.0,10
2916,苫小牧工業高等専門学校,62.0,10
2917,苫小牧総合経済高等学校,46.0,10
2918,苫小牧中央高等学校,41.0,10
2919,苫小牧西高等学校,48.0,10
2920,苫小牧東高等学校,60.0,10
2921,苫小牧南高等学校,53.0,10
2922,苫前商業高等学校,36.0,10
2923,泊高等学校,48.0,10
2924,登美丘高等学校,57.0,27
2925,富岡実業高等学校,40.0,27
2926,富岡西高等学校,61.0,27
2927,富岡東高等学校,63.0,27
2928,富岡東高等学校羽ノ浦校,53.0,27
2929,富川高等学校,38.0,27
2930,【募集停止】登美ケ丘高等学校,54.0,27
2931,富里高等学校,48.0,27
2932,富島高等学校,44.0,27
2933,豊見城高等学校,38.0,27
2934,豊見城南高等学校,38.0,27
2935,富田高等学校,54.0,27
2936,登米高等学校,46.0,27
2937,登米総合産業高等学校,43.0,27
